gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,Total_Score,Avg_Score,Score_Range,Math_z,Reading_z,Writing_z,Pass_Count,Performance_Level,High_in,Low_in,Percentile,Student_Feedback,Feedback_Length,Sentiment,gender_enc,race/ethnicity_enc,parental level of education_enc,lunch_enc,test preparation course_enc,Performance_Level_enc,High_in_enc,Low_in_enc
male,group B,associate's degree,standard,completed,82.0,84.0,78.0,244.0,81.33333333333333,6.0,1.0498501208729367,1.0163168491233114,0.6548566294792506,3,Good,reading score,writing score,82.6,I was distracted and couldn't focus during online classes.,9.0,0.0,1,1,0,1,0,2,1,2
male,group E,associate's degree,free/reduced,none,90.0,90.0,82.0,262.0,87.33333333333333,8.0,1.577711409728665,1.4274759816659497,0.9182214513088307,3,Excellent,math score,writing score,92.10000000000001,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,1,4,0,0,1,1,0,2
female,group C,bachelor's degree,free/reduced,none,43.0,62.0,61.0,166.0,55.333333333333336,19.0,-1.5234736622987388,-0.491266636866362,-0.46444386329646453,3,Average,reading score,math score,19.6,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,0,2,1,0,1,0,1,0
male,group C,some college,free/reduced,none,80.0,64.0,66.0,210.0,70.0,16.0,0.9178847986590046,-0.35421359268548264,-0.1352378360094895,3,Good,math score,reading score,54.75,I needed more examples and exercises to practice.,8.0,0.5,1,2,4,0,1,2,0,1
male,group D,some college,standard,none,81.0,82.0,84.0,247.0,82.33333333333333,3.0,0.9838674597659707,0.8792638049424321,1.0499038622236208,3,Good,writing score,math score,84.1,The practical sessions improved my understanding.,6.0,0.0,1,3,4,1,1,2,2,0
male,group C,some high school,standard,none,57.0,61.0,54.0,172.0,57.333333333333336,7.0,-0.5997164068012143,-0.5597931589568017,-0.9253323014982296,3,Average,reading score,writing score,23.35,Assignments were too many and stressful but helpful.,8.0,0.5,1,2,5,1,1,0,1,2
female,group D,some high school,standard,none,59.0,72.0,80.0,211.0,70.33333333333333,21.0,-0.46775108458728215,0.19399858403803502,0.7865390403940407,3,Good,writing score,math score,55.75,I was distracted and couldn't focus during online classes.,9.0,0.0,0,3,5,1,1,2,2,0
female,group D,associate's degree,standard,none,64.0,76.0,74.0,214.0,71.33333333333333,12.0,-0.13783777905245198,0.4681046723997938,0.3914918076496706,3,Good,reading score,math score,58.35,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,0,3,0,1,1,2,1,0
male,group C,bachelor's degree,standard,completed,63.0,64.0,66.0,193.0,64.33333333333333,3.0,-0.203820440159418,-0.35421359268548264,-0.1352378360094895,3,Average,writing score,math score,38.35,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,1,2,1,1,0,0,2,0
female,group E,bachelor's degree,standard,completed,71.0,70.0,70.0,211.0,70.33333333333333,1.0,0.32404084869631034,0.05694553985715561,0.12812698582009055,3,Good,math score,reading score,55.75,The practical sessions improved my understanding.,6.0,0.0,0,4,1,1,0,2,0,1
female,group B,high school,free/reduced,none,64.0,73.0,71.0,208.0,69.33333333333333,9.0,-0.13783777905245198,0.26252510612847474,0.19396819127748557,3,Average,reading score,math score,53.15,I found the exam hard and I was not confident.,10.0,-0.27083333333333337,0,1,2,0,1,0,1,0
male,group D,bachelor's degree,free/reduced,none,55.0,46.0,44.0,145.0,48.333333333333336,11.0,-0.7316817290151464,-1.5876909903133973,-1.5837443560721798,3,Poor,math score,writing score,8.35,Poor internet and time management affected my study.,8.0,-0.4,1,3,1,0,1,3,0,2
female,group E,associate's degree,standard,none,51.0,51.0,54.0,156.0,52.0,3.0,-0.9956123734430105,-1.2450583798611987,-0.9253323014982296,3,Average,writing score,math score,14.399999999999999,I needed more examples and exercises to practice.,8.0,0.5,0,4,0,1,1,0,2,0
female,group C,associate's degree,standard,completed,62.0,76.0,80.0,218.0,72.66666666666667,18.0,-0.26980310126638407,0.4681046723997938,0.7865390403940407,3,Good,writing score,math score,61.75000000000001,Assignments were too many and stressful but helpful.,8.0,0.5,0,2,0,1,0,2,2,0
female,group E,associate's degree,standard,completed,93.0,100.0,95.0,288.0,96.0,7.0,1.7756593930495632,2.112741202570347,1.774157122254966,3,Excellent,reading score,math score,98.1,I felt the exam was fair and covered the syllabus.,10.0,0.7,0,4,0,1,0,1,1,0
male,group C,high school,free/reduced,none,54.0,72.0,59.0,185.0,61.666666666666664,18.0,-0.7976643901221123,0.19399858403803502,-0.5961262742112545,3,Average,reading score,math score,32.7,I needed more examples and exercises to practice.,8.0,0.5,1,2,2,0,1,0,1,0
female,group D,some college,free/reduced,none,69.0,65.0,74.0,208.0,69.33333333333333,9.0,0.19207552648237824,-0.2856870705950429,0.3914918076496706,3,Average,writing score,reading score,53.15,I found the exam hard and I was not confident.,10.0,-0.27083333333333337,0,3,4,0,1,0,2,1
male,group D,high school,free/reduced,none,44.0,51.0,48.0,143.0,47.666666666666664,7.0,-1.4574910011917728,-1.2450583798611987,-1.3203795342425997,3,Poor,reading score,math score,7.55,Poor internet and time management affected my study.,8.0,-0.4,1,3,2,0,1,3,1,0
female,group E,some college,standard,completed,86.0,85.0,91.0,262.0,87.33333333333333,6.0,1.313780765300801,1.084843371213751,1.5107923004253858,3,Excellent,writing score,reading score,92.10000000000001,I found the exam hard and I was not confident.,10.0,-0.27083333333333337,0,4,4,1,0,1,2,1
female,group E,associate's degree,standard,none,85.0,92.0,85.0,262.0,87.33333333333333,7.0,1.2477981041938349,1.5645290258468292,1.1157450676810157,3,Excellent,reading score,math score,92.10000000000001,I was distracted and couldn't focus during online classes.,9.0,0.0,0,4,0,1,1,1,1,0
female,group A,master's degree,free/reduced,none,50.0,67.0,73.0,190.0,63.333333333333336,23.0,-1.0615950345499765,-0.1486340264141635,0.3256506021922756,3,Average,writing score,math score,35.8,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,0,0,3,0,1,0,2,0
male,group D,some high school,standard,completed,88.0,74.0,75.0,237.0,79.0,14.0,1.445746087514733,0.33105162821891443,0.45733301310706564,3,Good,math score,reading score,78.3,Assignments were too many and stressful but helpful.,8.0,0.5,1,3,5,1,0,2,0,1
female,group E,associate's degree,standard,none,59.0,62.0,69.0,190.0,63.333333333333336,10.0,-0.46775108458728215,-0.491266636866362,0.062285780362695546,3,Average,writing score,math score,35.8,I practiced a lot and felt confident about the questions.,10.0,0.5,0,4,0,1,1,0,2,0
female,group E,some high school,free/reduced,none,32.0,34.0,38.0,104.0,34.666666666666664,6.0,-2.249282934475365,-2.410009255398674,-1.97879158881655,1,Poor,writing score,math score,1.7500000000000002,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,0,4,5,0,1,3,2,0
male,group B,high school,free/reduced,none,36.0,31.990000000000002,31.98,92.0,30.666666666666668,9.0,-1.9853522900475011,-2.7526418658508724,-2.703044848847895,1,Poor,math score,writing score,1.0999999999999999,I practiced a lot and felt confident about the questions.,10.0,0.5,1,1,2,0,1,3,0,2
female,group B,some high school,free/reduced,completed,63.0,78.0,79.0,220.0,73.33333333333333,16.0,-0.203820440159418,0.6051577165806732,0.7206978349366456,3,Good,writing score,math score,64.0,Poor internet and time management affected my study.,8.0,-0.4,0,1,5,0,0,2,2,0
male,group D,associate's degree,standard,completed,67.0,54.0,63.0,184.0,61.333333333333336,13.0,0.060110204268446155,-1.0394788135898796,-0.33276145238167454,3,Average,math score,reading score,31.900000000000002,The practical sessions improved my understanding.,6.0,0.0,1,3,0,1,0,0,0,1
female,group D,some high school,standard,completed,65.0,78.0,82.0,225.0,75.0,17.0,-0.07185511794548592,0.6051577165806732,0.9182214513088307,3,Good,writing score,math score,68.2,I felt the exam was fair and covered the syllabus.,10.0,0.7,0,3,5,1,0,2,2,0
male,group D,master's degree,standard,none,85.0,84.0,89.0,258.0,86.0,5.0,1.2477981041938349,1.0163168491233114,1.3791098895105958,3,Excellent,writing score,reading score,90.05,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,1,3,3,1,1,1,2,1
female,group C,master's degree,standard,none,73.0,78.0,74.0,225.0,75.0,5.0,0.45600617091024237,0.6051577165806732,0.3914918076496706,3,Good,reading score,math score,68.2,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,0,2,3,1,1,2,1,0
female,group A,high school,free/reduced,completed,34.0,48.0,41.0,123.0,41.0,14.0,-2.117317612261433,-1.4506379461325178,-1.7812679724443647,2,Poor,reading score,math score,3.55,Assignments were too many and stressful but helpful.,8.0,0.5,0,0,2,0,0,3,1,0
female,group D,bachelor's degree,free/reduced,completed,93.0,100.0,100.0,293.0,97.66666666666667,7.0,1.7756593930495632,2.112741202570347,2.103363149541941,3,Excellent,reading score,math score,99.1,I found the exam hard and I was not confident.,10.0,-0.27083333333333337,0,3,1,0,0,1,1,0
female,group D,some high school,free/reduced,none,67.0,84.0,84.0,235.0,78.33333333333333,17.0,0.060110204268446155,1.0163168491233114,1.0499038622236208,3,Good,reading score,math score,76.6,Assignments were too many and stressful but helpful.,8.0,0.5,0,3,5,0,1,2,1,0
male,group D,some college,standard,none,88.0,77.0,77.0,242.0,80.66666666666667,11.0,1.445746087514733,0.5366311944902336,0.5890154240218557,3,Good,math score,reading score,81.8,Poor internet and time management affected my study.,8.0,-0.4,1,3,4,1,1,2,0,1
male,group B,high school,standard,none,57.0,48.0,51.0,156.0,52.0,9.0,-0.5997164068012143,-1.4506379461325178,-1.1228559178704147,3,Average,math score,reading score,14.399999999999999,I practiced a lot and felt confident about the questions.,10.0,0.5,1,1,2,1,1,0,0,1
female,group D,some college,standard,completed,79.0,84.0,91.0,254.0,84.66666666666667,12.0,0.8519021375520386,1.0163168491233114,1.5107923004253858,3,Good,writing score,math score,88.25,I found the exam hard and I was not confident.,10.0,-0.27083333333333337,0,3,4,1,0,2,2,0
female,group C,bachelor's degree,free/reduced,none,67.0,75.0,72.0,214.0,71.33333333333333,8.0,0.060110204268446155,0.3995781503093541,0.25980939673488057,3,Good,reading score,math score,58.35,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,0,2,1,0,1,2,1,0
male,group E,bachelor's degree,standard,completed,70.0,64.0,70.0,204.0,68.0,6.0,0.2580581875893443,-0.35421359268548264,0.12812698582009055,3,Average,math score,reading score,48.199999999999996,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,1,4,1,1,0,0,0,1
male,group D,bachelor's degree,free/reduced,none,50.0,42.0,48.0,140.0,46.666666666666664,8.0,-1.0615950345499765,-1.861797078675156,-1.3203795342425997,3,Poor,math score,reading score,6.950000000000001,I enjoyed the classes and felt well prepared for the exam.,11.0,0.5,1,3,1,0,1,3,0,1
female,group A,some college,standard,none,69.0,84.0,82.0,235.0,78.33333333333333,15.0,0.19207552648237824,1.0163168491233114,0.9182214513088307,3,Good,reading score,math score,76.6,Poor internet and time management affected my study.,8.0,-0.4,0,0,4,1,1,2,1,0
female,group C,bachelor's degree,standard,completed,52.0,61.0,66.0,179.0,59.666666666666664,14.0,-0.9296297123360444,-0.5597931589568017,-0.1352378360094895,3,Average,writing score,math score,28.299999999999997,The practical sessions improved my understanding.,6.0,0.0,0,2,1,1,0,0,2,0
female,group C,bachelor's degree,free/reduced,completed,47.0,62.0,66.0,175.0,58.333333333333336,19.0,-1.2595430178708746,-0.491266636866362,-0.1352378360094895,3,Average,writing score,math score,25.2,Poor internet and time management affected my study.,8.0,-0.4,0,2,1,0,0,0,2,0
female,group B,associate's degree,free/reduced,none,46.0,61.0,55.0,162.0,54.0,15.0,-1.3255256789778407,-0.5597931589568017,-0.8594910960408346,3,Average,reading score,math score,17.45,I practiced a lot and felt confident about the questions.,10.0,0.5,0,1,0,0,1,0,1,0
female,group E,some college,standard,none,68.0,70.0,66.0,204.0,68.0,4.0,0.1260928653754122,0.05694553985715561,-0.1352378360094895,3,Average,reading score,writing score,48.199999999999996,Assignments were too many and stressful but helpful.,8.0,0.5,0,4,4,1,1,0,1,2
male,group E,bachelor's degree,standard,completed,98.00999999999999,100.0,100.0,293.0,97.66666666666667,1.0,2.2375380207983255,2.112741202570347,2.103363149541941,3,Excellent,math score,math score,99.9,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,1,4,1,1,0,1,0,0
female,group C,high school,standard,none,44.0,61.0,52.0,157.0,52.333333333333336,17.0,-1.4574910011917728,-0.5597931589568017,-1.0570147124130196,3,Average,reading score,math score,14.899999999999999,Assignments were too many and stressful but helpful.,8.0,0.5,0,2,2,1,1,0,1,0
female,group C,associate's degree,standard,completed,57.0,77.0,80.0,214.0,71.33333333333333,23.0,-0.5997164068012143,0.5366311944902336,0.7865390403940407,3,Good,writing score,math score,58.35,Assignments were too many and stressful but helpful.,8.0,0.5,0,2,0,1,0,2,2,0
male,group B,some college,standard,completed,91.0,96.0,91.0,278.0,92.66666666666667,5.0,1.6436940708356311,1.838635114208588,1.5107923004253858,3,Excellent,reading score,math score,96.89999999999999,Assignments were too many and stressful but helpful.,8.0,0.5,1,1,4,1,0,1,1,0
male,group D,high school,free/reduced,none,69.0,70.0,67.0,206.0,68.66666666666667,3.0,0.19207552648237824,0.05694553985715561,-0.06939663055209448,3,Average,reading score,writing score,50.849999999999994,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,1,3,2,0,1,0,1,2
female,group C,high school,free/reduced,none,35.0,53.0,46.0,134.0,44.666666666666664,18.0,-2.051334951154467,-1.1080053356803194,-1.4520619451573897,3,Poor,reading score,math score,5.25,I needed more examples and exercises to practice.,8.0,0.5,0,2,2,0,1,3,1,0
male,group D,high school,standard,none,72.0,66.0,66.0,204.0,68.0,6.0,0.3900235098032764,-0.2171605485046032,-0.1352378360094895,3,Average,math score,reading score,48.199999999999996,I was distracted and couldn't focus during online classes.,9.0,0.0,1,3,2,1,1,0,0,1
female,group B,associate's degree,free/reduced,none,54.0,65.0,65.0,184.0,61.333333333333336,11.0,-0.7976643901221123,-0.2856870705950429,-0.2010790414668845,3,Average,reading score,math score,31.900000000000002,I practiced a lot and felt confident about the questions.,10.0,0.5,0,1,0,0,1,0,1,0
male,group D,high school,free/reduced,none,74.0,70.0,69.0,213.0,71.0,5.0,0.5219888320172085,0.05694553985715561,0.062285780362695546,3,Good,math score,writing score,57.199999999999996,I needed more examples and exercises to practice.,8.0,0.5,1,3,2,0,1,2,0,2
male,group E,some high school,standard,completed,74.0,64.0,60.0,198.0,66.0,14.0,0.5219888320172085,-0.35421359268548264,-0.5302850687538596,3,Average,math score,writing score,43.25,I practiced a lot and felt confident about the questions.,10.0,0.5,1,4,5,1,0,0,0,2
male,group E,associate's degree,free/reduced,none,64.0,56.0,52.0,172.0,57.333333333333336,12.0,-0.13783777905245198,-0.9024257694090002,-1.0570147124130196,3,Average,math score,writing score,23.35,I found the exam hard and I was not confident.,10.0,-0.27083333333333337,1,4,0,0,1,0,0,2
female,group D,high school,free/reduced,completed,65.0,61.0,71.0,197.0,65.66666666666667,10.0,-0.07185511794548592,-0.5597931589568017,0.19396819127748557,3,Average,writing score,reading score,42.15,Poor internet and time management affected my study.,8.0,-0.4,0,3,2,0,0,0,2,1
male,group E,associate's degree,free/reduced,completed,46.0,43.0,44.0,133.0,44.333333333333336,3.0,-1.3255256789778407,-1.7932705565847165,-1.5837443560721798,3,Poor,math score,reading score,5.0,Poor internet and time management affected my study.,8.0,-0.4,1,4,0,0,0,3,0,1
female,group C,some high school,free/reduced,none,48.0,56.0,51.0,155.0,51.666666666666664,8.0,-1.1935603567639086,-0.9024257694090002,-1.1228559178704147,3,Average,reading score,math score,13.65,I felt the exam was fair and covered the syllabus.,10.0,0.7,0,2,5,0,1,0,1,0
male,group C,some college,free/reduced,completed,67.0,74.0,70.0,211.0,70.33333333333333,7.0,0.060110204268446155,0.33105162821891443,0.12812698582009055,3,Good,reading score,math score,55.75,Poor internet and time management affected my study.,8.0,-0.4,1,2,4,0,0,2,1,0
male,group D,some college,free/reduced,none,62.0,57.0,62.0,181.0,60.333333333333336,5.0,-0.26980310126638407,-0.8338992473185606,-0.39860265783906956,3,Average,math score,reading score,29.75,"The teacher explained concepts clearly, helped me a lot.",9.0,0.09999999999999999,1,3,4,0,1,0,0,1
male,group D,associate's degree,free/reduced,completed,61.0,71.0,73.0,205.0,68.33333333333333,12.0,-0.3357857623733501,0.1254720619475953,0.3256506021922756,3,Average,writing score,math score,49.6,The practical sessions improved my understanding.,6.0,0.0,1,3,0,0,0,0,2,0
